%time,Roll,Pitch,Yaw,Airspeed,VelocityX,VelocityY,VelocityZ,Anomaly
1536692144733653240,-11.96167564,0.79783088,-70.15618896,0,5.448525429,-20.63012695,-1.310495853,0
1536692144747348664,-11.96167564,0.79783088,-70.15618896,0,5.435284138,-20.56938934,-1.264987469,0
1536692144785582360,-11.96167564,0.79783088,-70.15618896,0,5.446200371,-20.52066231,-1.268988609,0
1536692144836487064,2.863091469,0.18381533,-71.01429749,0,5.503401279,-20.41533089,-1.315568924,0
1536692144898428952,2.863091469,0.18381533,-71.01429749,0,5.601675034,-20.28344917,-1.351535678,0
1536692144962567448,2.863091469,0.18381533,-71.01429749,0,5.720245361,-20.14473915,-1.341742158,0
1536692145030005880,2.863091469,0.18381533,-71.01429749,0,5.768571377,-20.10056877,-1.326838493,0
1536692145045635416,2.863091469,0.18381533,-71.01429749,0,5.952045918,-19.90706825,-1.206885815,0
1536692145093538360,2.863091469,0.18381533,-71.01429749,0,5.989401817,-19.86640358,-1.162361503,0
1536692145146715224,2.863091469,0.18381533,-71.01429749,0,6.137128353,-19.72340965,-1.055752039,0
1536692145201351288,2.863091469,0.18381533,-71.01429749,0,6.321442127,-19.53530312,-0.842754662,0
1536692145282999352,2.863091469,0.18381533,-71.01429749,0,6.460181236,-19.39464569,-0.681956887,0
1536692145356428952,27.10757828,-1.267190814,-71.1456604,0,6.586615086,-19.26256561,-0.426433146,0
1536692145409950200,27.10757828,-1.267190814,-71.1456604,0,6.691920757,-19.13214493,-0.145234615,0
1536692145462874136,27.10757828,-1.267190814,-71.1456604,0,6.734662056,-19.08855629,-0.040694777,0
1536692145485819416,27.10757828,-1.267190814,-71.1456604,0,6.84230423,-18.92826462,0.40012604,0
1536692145556445272,27.10757828,-1.267190814,-71.1456604,0,6.930690289,-18.7957325,0.720989048,0
1536692145604874328,27.10757828,-1.267190814,-71.1456604,0,6.993343353,-18.7045269,0.952945709,0
1536692145664517304,27.10757828,-1.267190814,-71.1456604,0,7.016355991,-18.66462708,1.060234666,0
1536692145686507416,27.10757828,-1.267190814,-71.1456604,0,7.247790813,-18.37872696,1.667551756,0
1536692145778687096,31.70547485,-5.641335487,-68.48918915,0,7.36962986,-18.22801399,1.967682004,0
1536692145859880248,31.70547485,-5.641335487,-68.48918915,0,7.412700653,-18.18512726,2.072329521,0
1536692145878474776,31.70547485,-5.641335487,-68.48918915,0,7.536931038,-18.03897858,2.382530212,0
1536692145948903576,31.70547485,-5.641335487,-68.48918915,0,7.620247841,-17.94560051,2.577039957,0
1536692145994817720,31.70547485,-5.641335487,-68.48918915,0,7.758725166,-17.79619026,2.874144793,0
1536692146055510744,31.70547485,-5.641335487,-68.48918915,0,7.839500427,-17.7061348,3.056111813,0
1536692146079384536,35.3671875,-10.81058311,-65.19718933,0,8.164345741,-17.4046669,3.553863764,0
1536692146161930680,35.3671875,-10.81058311,-65.19718933,0,8.471798897,-17.19012833,3.729214191,0
1536692146247794936,35.3671875,-10.81058311,-65.19718933,0,8.746808052,-16.98682404,3.938064575,0
1536692146322565976,35.3671875,-10.81058311,-65.19718933,0,8.814897537,-16.93599701,3.988150597,0
1536692146365268600,35.3671875,-10.81058311,-65.19718933,0,8.951040268,-16.83400345,4.101136208,0
1536692146397919256,35.3671875,-10.81058311,-65.19718933,0,9.155353546,-16.69194794,4.259217739,0
1536692146425071064,35.3671875,-10.81058311,-65.19718933,0,9.225129128,-16.64248085,4.30787468,0
1536692146461704888,34.36810303,-14.94083595,-61.70885849,0,9.505122185,-16.45510101,4.486461639,0
1536692146503659832,34.36810303,-14.94083595,-61.70885849,0,9.56751442,-16.40919495,4.53901577,0
1536692146595150296,34.36810303,-14.94083595,-61.70885849,0,9.774373055,-16.24170303,4.791148186,0
1536692146618314040,34.36810303,-14.94083595,-61.70885849,0,9.817623138,-16.20228195,4.863803864,0
1536692146687594456,34.36810303,-14.94083595,-61.70885849,0,9.998313904,-16.04786301,5.145080566,0
1536692146697653816,34.36810303,-14.94083595,-61.70885849,0,10.08810902,-15.96984386,5.277389526,0
1536692146782910168,30.66174698,-17.0812397,-59.16122055,0,10.2304821,-15.85803795,5.449230194,0
1536692146824620568,30.66174698,-17.0812397,-59.16122055,0,10.28443718,-15.81670856,5.505162716,0
1536692146881690200,30.66174698,-17.0812397,-59.16122055,0,10.49413872,-15.65896606,5.711311817,0
1536692146913546264,30.66174698,-17.0812397,-59.16122055,0,10.62171745,-15.57600021,5.770112038,0
1536692146964486488,30.66174698,-17.0812397,-59.16122055,0,10.82347965,-15.46248341,5.845991135,0
1536692147028286552,30.66174698,-17.0812397,-59.16122055,0,10.94677353,-15.39271545,5.891656399,0
1536692147062976504,30.66174698,-17.0812397,-59.16122055,0,11.12118912,-15.2984581,5.9671278,0
1536692147130531192,30.66174698,-17.0812397,-59.16122055,0,11.17437077,-15.27013302,5.99175024,0
1536692147188668120,30.66174698,-17.0812397,-59.16122055,0,11.52725887,-15.07403851,6.154242516,0
1536692147217528440,24.7323761,-20.20022392,-54.26299286,0,11.70046616,-14.99336243,6.200153351,0
1536692147277184344,24.7323761,-20.20022392,-54.26299286,0,11.75335693,-14.96613693,6.225172043,0
1536692147348896824,24.7323761,-20.20022392,-54.26299286,0,11.88581848,-14.90221977,6.310329437,0
1536692147396996536,24.7323761,-20.20022392,-54.26299286,0,11.98650932,-14.85875607,6.35007,0
1536692147418098264,24.7323761,-20.20022392,-54.26299286,0,12.15873241,-14.78904724,6.375170708,0
1536692147465858424,24.7323761,-20.20022392,-54.26299286,0,12.26686668,-14.75119305,6.387109756,0
1536692147499286200,24.7323761,-20.20022392,-54.26299286,0,12.39794159,-14.71343231,6.420442104,0
1536692147566500408,20.03539276,-21.68392372,-51.38534546,0,12.48667717,-14.6651926,6.546803474,0
1536692147602055480,20.03539276,-21.68392372,-51.38534546,0,12.53950405,-14.61983681,6.657322884,0
1536692147670995896,20.03539276,-21.68392372,-51.38534546,0,12.64165401,-14.54699898,6.85465765,0
1536692147726303576,20.03539276,-21.68392372,-51.38534546,0,12.67555714,-14.53172874,6.888071537,0
1536692147764271608,20.03539276,-21.68392372,-51.38534546,0,12.81723213,-14.46500301,7.009545326,0
1536692147856369496,20.03539276,-21.68392372,-51.38534546,0,12.8601408,-14.44239807,7.03223753,0
1536692147881873400,20.03539276,-21.68392372,-51.38534546,0,12.94013786,-14.40339375,7.082516193,0
1536692147926194808,20.03539276,-21.68392372,-51.38534546,0,13.05751419,-14.36234856,7.132526875,0
