%time,Roll,Pitch,Yaw,Airspeed,VelocityX,VelocityY,VelocityZ,Anomaly
1531946412603167351,42.30096054,3.062958241,-141.265686,20.18336487,-16.31027222,-14.67173767,-0.625842273,0
1531946412614876619,42.30096054,3.062958241,-141.265686,20.02687263,-16.18459702,-14.77465343,-0.6245085,0
1531946412648878160,42.30096054,3.062958241,-141.265686,20.02687263,-15.93707752,-14.97302246,-0.587557554,0
1531946412704792882,42.30096054,3.062958241,-141.265686,19.83644676,-15.56342411,-15.23521519,-0.489813149,0
1531946412762269786,42.30096054,3.062958241,-141.265686,19.83644676,-15.30381584,-15.41399479,-0.422926635,0
1531946412804851782,42.30096054,3.062958241,-141.265686,19.64151955,-15.01576328,-15.5983696,-0.381009966,0
1531946412882984118,47.2051239,3.055813789,-132.5080719,19.64151955,-14.43472958,-15.9367094,-0.267569751,0
1531946412897906943,47.2051239,3.055813789,-132.5080719,19.64151955,-14.27984142,-16.01267242,-0.24576965,0
1531946413006313803,47.2051239,3.055813789,-132.5080719,19.55761528,-13.51735497,-16.37812614,-0.138607606,0
1531946413072692466,47.2051239,3.055813789,-132.5080719,19.55761528,-12.84774303,-16.66950989,-0.097823687,0
1531946413101401768,47.2051239,3.055813789,-132.5080719,19.55761528,-12.66591263,-16.74804306,-0.11043036,0
1531946413150218019,47.2051239,3.055813789,-132.5080719,19.65277863,-11.95434093,-17.02215767,-0.111462981,0
1531946413221003669,46.55588913,2.90920639,-122.3568268,19.76651764,-11.58448124,-17.15895462,-0.129151836,0
1531946413237766726,46.55588913,2.90920639,-122.3568268,19.76651764,-11.40754318,-17.22213936,-0.129527867,0
1531946413293785530,46.55588913,2.90920639,-122.3568268,19.76651764,-10.82046318,-17.42012215,-0.166064098,0
1531946413315954129,46.55588913,2.90920639,-122.3568268,19.83759689,-10.62663555,-17.47887611,-0.176555708,0
1531946413402866951,46.55588913,2.90920639,-122.3568268,19.83759689,-9.889157295,-17.67953491,-0.203283116,0
1531946413412857227,46.55588913,2.90920639,-122.3568268,19.75483513,-9.72342968,-17.71829224,-0.199676946,0
1531946413513392801,46.55588913,2.90920639,-122.3568268,19.56884384,-9.031153679,-17.86166382,-0.156442419,0
1531946413530342827,46.55588913,2.90920639,-122.3568268,19.56884384,-8.862091064,-17.88900375,-0.141277298,0
1531946413562764707,46.55588913,2.90920639,-122.3568268,19.56884384,-8.260787964,-17.96165276,-0.03017569,0
1531946413611549582,46.55588913,2.90920639,-122.3568268,19.22000504,-8.094975472,-17.98281479,-0.014272043,0
1531946413690925324,43.69140625,1.896269679,-108.404129,19.22138977,-7.190347195,-18.09016991,-0.085865952,0
1531946413731927114,43.69140625,1.896269679,-108.404129,19.31838036,-6.188336849,-18.18867111,-0.24907276,0
1531946413812375461,43.69140625,1.896269679,-108.404129,19.31838036,-5.540769577,-18.23956108,-0.375227898,0
1531946413877407341,43.69140625,1.896269679,-108.404129,19.41622162,-4.896499157,-18.25901222,-0.482392222,0
1531946413927596659,43.69140625,1.896269679,-108.404129,19.43984032,-4.075334549,-18.25414276,-0.576968133,0
1531946414015481527,43.95882797,2.217162132,-99.6541748,19.43984032,-3.282803297,-18.21544838,-0.638746023,0
1531946414099746212,43.95882797,2.217162132,-99.6541748,19.32722473,-2.896980286,-18.1824398,-0.664044917,0
1531946414129148291,43.95882797,2.217162132,-99.6541748,19.32722473,-2.532067776,-18.14233971,-0.671001792,0
1531946414168900112,43.95882797,2.217162132,-99.6541748,19.10271454,-2.179103374,-18.09750938,-0.672999024,0
1531946414214995551,43.95882797,2.217162132,-99.6541748,19.10271454,-1.654349685,-18.01388359,-0.676995337,0
1531946414304886266,43.95882797,2.217162132,-99.6541748,18.8787117,-0.781944275,-17.83500481,-0.699665427,0
1531946414369664042,43.95882797,2.217162132,-99.6541748,18.741436,-0.152532801,-17.6839962,-0.65991652,0
1531946414453088329,43.40819931,3.408344269,-88.57471466,18.741436,0.000917593,-17.63463593,-0.64771986,0
1531946414490610100,43.40819931,3.408344269,-88.57471466,18.54066467,0.293172926,-17.54332733,-0.620535135,0
1531946414529959010,43.40819931,3.408344269,-88.57471466,18.54066467,0.802299678,-17.36466789,-0.538373113,0
1531946414563875583,43.40819931,3.408344269,-88.57471466,18.24806595,0.926056862,-17.32040596,-0.513258278,0
1531946414616439628,43.40819931,3.408344269,-88.57471466,18.24806595,1.29353404,-17.17473602,-0.445388436,0
1531946414683084465,43.40819931,3.408344269,-88.57471466,18.24806595,1.419564605,-17.12061501,-0.428334653,0
1531946414702725656,43.40819931,3.408344269,-88.57471466,18.14540863,1.912415624,-16.91000938,-0.333699882,0
1531946414779549051,43.40819931,3.408344269,-88.57471466,17.98715591,2.149055958,-16.80393982,-0.268751323,0
1531946414796637159,40.89239502,1.154791236,-79.61325073,17.98715591,2.384188414,-16.69739532,-0.191634849,0
1531946414832278454,40.89239502,1.154791236,-79.61325073,17.82185745,2.727427721,-16.52431679,-0.082664132,0
1531946414922404225,40.89239502,1.154791236,-79.61325073,17.82185745,3.083650589,-16.35063362,0.003994877,0
1531946414966751571,40.89239502,1.154791236,-79.61325073,17.71739006,3.327701092,-16.23498726,0.054352816,0
1531946415009227212,40.89239502,1.154791236,-79.61325073,17.71739006,3.707983494,-16.0519352,0.122784168,0
1531946415090864988,40.89239502,1.154791236,-79.61325073,17.70894241,3.97236681,-15.9188261,0.166140229,0
1531946415123839993,40.89239502,1.154791236,-79.61325073,17.70894241,4.368949413,-15.71414375,0.233084381,0
1531946415151228509,42.39384079,-2.203671932,-69.1727066,17.70894241,4.497321129,-15.64653778,0.262611806,0
1531946415190440298,42.39384079,-2.203671932,-69.1727066,17.64614105,4.877561092,-15.4411974,0.359043002,0
